id,category,subcategory,question,correct_answer,answer_display,unit,source,difficulty,LLaMA_3_3_70B,LLaMA_3_1_8B,LLaMA_4_Scout_17B,Qwen3_32B,OpenAI_OSS_20B,NVIDIA_Nemotron_120B,OpenAI_OSS_120B,Gemma_4_31B,MiniMax_M2_5,Baidu_CoBuddy,LiquidAI_Instruct,OpenAI_OSS_20B_OR,Owl_Alpha,Free_Router
Q152,India vs Global,Infrastructure,"Between India and USA which has higher hospital bed density per 1,000 people?",USA,USA (2.68) vs India (1.59),country name,World Bank,Easy,2.9,USA (2.8) vs India (0.9),USA.,"<think>
Okay, let's see. The user is asking which country, India or the USA, has a higher hospital bed density per 1,000 people. I need to find the latest data on hospital beds per 1,0",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,USA,USA
Q153,India vs Global,Infrastructure,"Does India or USA have more hospital beds available per 1,000 population?",USA,USA (2.68) vs India (1.59),country name,World Bank,Easy,2.0,"India: 0.87 
USA: 3.00",USA.,"<think>
Okay, let's see. The user is asking whether India or the USA has more hospital beds per 1,000 population. I need to find the latest data on hospital beds per 1,000 people for both",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,USA,USA
Q154,India vs Global,Infrastructure,"Which country has more hospital beds per 1,000 population — India or UK?",UK,UK (2.42) vs India (1.59),country name,World Bank,Easy,UK,UK (3.7),UK.,"<think>
Okay, let's see. The user is asking which country has more hospital beds per 1,000 population between India and the UK. I need to find the latest data on hospital beds per 1,000 people",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,United Kingdom,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,UK,UK,ERROR: Provider returned error
Q155,India vs Global,Infrastructure,"Between India and UK which has higher hospital bed density per 1,000 people?",UK,UK (2.42) vs India (1.59),country name,World Bank,Easy,UK,"India - 0.69, UK - 2.8",UK,"<think>
Okay, let's see. The user is asking which country, India or the UK, has a higher hospital bed density per 1,000 people. I need to find the latest data on hospital beds per 1,0",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,United Kingdom,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,UK,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,UK,UK,United Kingdom
Q156,India vs Global,Infrastructure,"Does India or UK have more hospital beds available per 1,000 population?",UK,UK (2.42) vs India (1.59),country name,World Bank,Easy,2.0,"India: 0.7 
UK: 2.8",UK.,"<think>
Okay, let's see. The user is asking whether India or the UK has more hospital beds per 1,000 population. I need to find the latest data on hospital beds per 1,000 people for both",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,United Kingdom,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,UK,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod
Q157,India vs Global,Infrastructure,"Which country has more hospital beds per 1,000 population — India or Pakistan?",India,Pakistan (0.63) vs India (1.59),country name,World Bank,Easy,India,India (0.64),Pakistan,"<think>
Okay, let's see. The user is asking which country has more hospital beds per 1,000 population between India and Pakistan. I need to find the latest data on hospital beds per 1,000 people for",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,Pakistan,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,Pakistan,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,Pakistan,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod
Q158,India vs Global,Infrastructure,"Between India and Pakistan which has higher hospital bed density per 1,000 people?",India,Pakistan (0.63) vs India (1.59),country name,World Bank,Easy,"India 0.7 
Pakistan 0.6","India - 0.69, Pakistan - 0.59",India.,"<think>
Okay, let's see. The user is asking which country between India and Pakistan has a higher hospital bed density per 1,000 people. I need to find the latest data on hospital beds per 1,000",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,Pakistan,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Read timed out.","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q159,India vs Global,Infrastructure,"Does India or Pakistan have more hospital beds available per 1,000 population?",India,Pakistan (0.63) vs India (1.59),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q160,India vs Global,Life Expectancy,Which country has higher life expectancy — India or China?,China,China (78.017) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q161,India vs Global,Life Expectancy,Between India and China which country has a longer average lifespan?,China,China (78.017) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q162,India vs Global,Life Expectancy,Does India or China have a higher life expectancy at birth?,China,China (78.017) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q163,India vs Global,Life Expectancy,Which country has higher life expectancy — India or USA?,USA,USA (78.89) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q164,India vs Global,Life Expectancy,Between India and USA which country has a longer average lifespan?,USA,USA (78.89) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q165,India vs Global,Life Expectancy,Does India or USA have a higher life expectancy at birth?,USA,USA (78.89) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
