id,category,subcategory,question,correct_answer,answer_display,unit,source,difficulty,LLaMA_3_3_70B,LLaMA_3_1_8B,LLaMA_4_Scout_17B,Qwen3_32B,OpenAI_OSS_20B,NVIDIA_Nemotron_120B,OpenAI_OSS_120B,Gemma_4_31B,MiniMax_M2_5,Baidu_CoBuddy,LiquidAI_Instruct,OpenAI_OSS_20B_OR,Owl_Alpha,Free_Router,Groq_Compound,Groq_Compound_Mini,Allam_2_7B,OSS_Safeguard_20B
Q151,India vs Global,Infrastructure,"Which country has more hospital beds per 1,000 population — India or USA?",USA,USA (2.68) vs India (1.59),country name,World Bank,Easy,USA,USA,USA.,"<think>
Okay, let's see. The user is asking which country has more hospital beds per 1,000 population between India and the USA. I need to find the latest data on hospital beds per 1,000 people",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,United States,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"USA has more hospital beds per 1,000 population compared to India. In the USA, there are approximately 2.6 hospital beds per 1,000 population, while in India, there are around 0.7",EMPTY
Q152,India vs Global,Infrastructure,"Between India and USA which has higher hospital bed density per 1,000 people?",USA,USA (2.68) vs India (1.59),country name,World Bank,Easy,2.9,USA (2.8) vs India (0.9),USA.,"<think>
Okay, let's see. The user is asking which country, India or the USA, has a higher hospital bed density per 1,000 people. I need to find the latest data on hospital beds per 1,0",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,USA,USA,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"In 2021, India has approximately 2.6 hospital beds per 1,000 people, while the United States has around 3.6 hospital beds per 1,000 people.",EMPTY
Q153,India vs Global,Infrastructure,"Does India or USA have more hospital beds available per 1,000 population?",USA,USA (2.68) vs India (1.59),country name,World Bank,Easy,2.0,"India: 0.87 
USA: 3.00",USA.,"<think>
Okay, let's see. The user is asking whether India or the USA has more hospital beds per 1,000 population. I need to find the latest data on hospital beds per 1,000 people for both",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,USA,USA,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As of 2021, India has approximately 0.5 hospital beds per 1,000 population, while the United States has around 2.6 hospital beds per 1,000 population.",EMPTY
Q154,India vs Global,Infrastructure,"Which country has more hospital beds per 1,000 population — India or UK?",UK,UK (2.42) vs India (1.59),country name,World Bank,Easy,UK,UK (3.7),UK.,"<think>
Okay, let's see. The user is asking which country has more hospital beds per 1,000 population between India and the UK. I need to find the latest data on hospital beds per 1,000 people",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,United Kingdom,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,UK,UK,ERROR: Provider returned error,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"UK has more hospital beds per 1,000 population compared to India. In the UK, there are approximately 2.6 beds per 1,000 population, while in India, there are around 0.7 beds",EMPTY
Q155,India vs Global,Infrastructure,"Between India and UK which has higher hospital bed density per 1,000 people?",UK,UK (2.42) vs India (1.59),country name,World Bank,Easy,UK,"India - 0.69, UK - 2.8",UK,"<think>
Okay, let's see. The user is asking which country, India or the UK, has a higher hospital bed density per 1,000 people. I need to find the latest data on hospital beds per 1,0",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,United Kingdom,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,UK,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,UK,UK,United Kingdom,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"In 2021, the hospital bed density per 1,000 people in the United Kingdom (UK) is approximately 3.2 beds. As of my knowledge cut-off in September 2021, India",EMPTY
Q156,India vs Global,Infrastructure,"Does India or UK have more hospital beds available per 1,000 population?",UK,UK (2.42) vs India (1.59),country name,World Bank,Easy,2.0,"India: 0.7 
UK: 2.8",UK.,"<think>
Okay, let's see. The user is asking whether India or the UK has more hospital beds per 1,000 population. I need to find the latest data on hospital beds per 1,000 people for both",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,United Kingdom,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,UK,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As of 2021, according to data from the World Bank, India has approximately 1.5 hospital beds per 1,000 population, while the United Kingdom has around 2.6 hospital beds per 1,",EMPTY
Q157,India vs Global,Infrastructure,"Which country has more hospital beds per 1,000 population — India or Pakistan?",India,Pakistan (0.63) vs India (1.59),country name,World Bank,Easy,India,India (0.64),Pakistan,"<think>
Okay, let's see. The user is asking which country has more hospital beds per 1,000 population between India and Pakistan. I need to find the latest data on hospital beds per 1,000 people for",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,Pakistan,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,Pakistan,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,Pakistan,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"Pakistan has more hospital beds per 1,000 population compared to India. As of 2021, the numbers are as follows:

Pakistan: Approximately 1.8 beds per 1,00",EMPTY
Q158,India vs Global,Infrastructure,"Between India and Pakistan which has higher hospital bed density per 1,000 people?",India,Pakistan (0.63) vs India (1.59),country name,World Bank,Easy,"India 0.7 
Pakistan 0.6","India - 0.69, Pakistan - 0.59",India.,"<think>
Okay, let's see. The user is asking which country between India and Pakistan has a higher hospital bed density per 1,000 people. I need to find the latest data on hospital beds per 1,000",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,Pakistan,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Read timed out.","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"India has a higher hospital bed density per 1,000 people compared to Pakistan. In India, there are approximately 2.3 beds per 1,000 people, while in Pakistan, the number is around 1.",EMPTY
Q159,India vs Global,Infrastructure,"Does India or Pakistan have more hospital beds available per 1,000 population?",India,Pakistan (0.63) vs India (1.59),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As of 2021, India has approximately 1.4 beds per 1,000 population, while Pakistan has around 0.6 beds per 1,000 population.",EMPTY
Q160,India vs Global,Life Expectancy,Which country has higher life expectancy — India or China?,China,China (78.017) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As of 2021, India has a lower life expectancy than China.

Life expectancy in India: 70.9 years
Life expectancy in China: 76.3 years",EMPTY
Q161,India vs Global,Life Expectancy,Between India and China which country has a longer average lifespan?,China,China (78.017) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As of 2021, India has an average life expectancy of 70.9 years, while China has an average life expectancy of 76.3 years. Therefore, China has a longer average lifespan than",EMPTY
